LAT,LON,YEAR,MO,DY,PRECTOT,QV2M,RH2M,PS,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX
-27.63599,-65.33749,2015,03,13,    0.60,   15.47,   72.35,   93.54,   11.71,   25.77,   19.72,   19.73,   31.37,   19.66,   25.09,    2.58,    1.77,    6.97,    5.61
-27.63599,-65.33749,2015,03,14,    5.33,   15.08,   78.54,   93.90,    7.47,   23.88,   19.38,   19.38,   27.73,   20.26,   23.36,    2.08,    1.47,    6.08,    5.06
-27.63599,-65.33749,2015,03,15,    6.02,   14.97,   82.83,   94.24,    8.25,   23.02,   19.34,   19.34,   27.42,   19.17,   22.42,    3.34,    2.06,    7.57,    6.21
-27.63599,-65.33749,2015,03,16,    0.10,   15.26,   77.08,   94.12,    9.64,   24.29,   19.62,   19.62,   29.20,   19.56,   23.91,    3.46,    1.74,    8.30,    6.87
-27.63599,-65.33749,2015,03,17,    0.09,   15.62,   74.50,   94.18,    9.87,   25.23,   20.00,   20.00,   30.35,   20.48,   24.87,    2.35,    1.13,    6.72,    5.40
-27.63599,-65.33749,2015,03,18,    0.01,   14.86,   74.23,   94.17,    8.35,   24.32,   19.18,   19.18,   28.46,   20.11,   24.10,    2.78,    1.79,    6.04,    4.99
-27.63599,-65.33749,2015,03,19,    0.00,   14.56,   71.94,   94.07,   10.93,   24.62,   18.84,   18.84,   30.41,   19.48,   24.27,    1.61,    1.08,    7.10,    5.61
-27.63599,-65.33749,2015,03,20,    1.83,   15.90,   71.73,   94.10,   10.76,   25.68,   20.23,   20.23,   31.14,   20.38,   25.79,    0.67,    0.46,    4.17,    3.52
-27.63599,-65.33749,2015,03,21,    1.88,   12.64,   77.17,   94.57,    7.96,   20.99,   16.44,   16.44,   24.05,   16.09,   20.88,    1.83,    1.04,    8.67,    7.14
-27.63599,-65.33749,2015,03,22,    0.02,    8.76,   63.30,   94.59,   11.49,   19.49,   10.99,   10.99,   24.45,   12.96,   18.21,    1.96,    1.00,    4.99,    4.00
-27.63599,-65.33749,2015,03,23,    0.13,   10.21,   70.85,   94.55,   10.23,   19.57,   13.37,   13.38,   24.03,   13.80,   18.84,    2.38,    1.39,    6.49,    5.38
-27.63599,-65.33749,2015,03,24,    6.32,   10.37,   74.16,   94.35,    7.52,   18.70,   13.56,   13.56,   22.99,   15.48,   18.32,    3.18,    1.71,    9.00,    7.45
-27.63599,-65.33749,2015,03,25,    8.92,   10.91,   86.07,   94.47,    6.04,   17.23,   14.41,   14.41,   20.51,   14.47,   16.78,    4.01,    2.68,    5.69,    4.46
-27.63599,-65.33749,2015,03,26,    4.75,   10.10,   81.18,   94.65,    7.17,   17.36,   13.26,   13.26,   20.98,   13.82,   16.52,    3.16,    1.79,    4.98,    4.27
-27.63599,-65.33749,2015,03,27,    0.01,    9.12,   69.85,   94.76,   11.16,   18.22,   11.71,   11.71,   23.24,   12.08,   17.31,    1.57,    1.07,    4.60,    3.95
-27.63599,-65.33749,2015,03,28,    0.00,    9.94,   69.61,   94.69,   12.19,   19.27,   12.99,   12.99,   25.25,   13.06,   18.71,    1.54,    0.84,    4.59,    2.70
-27.63599,-65.33749,2015,03,29,    0.00,   10.91,   67.51,   94.24,   15.12,   20.87,   14.31,   14.31,   28.81,   13.68,   20.63,    0.93,    0.57,    5.96,    4.08
-27.63599,-65.33749,2015,03,30,    3.33,   12.45,   70.80,   93.97,   13.80,   22.32,   16.34,   16.34,   29.35,   15.56,   21.95,    0.57,    0.54,    5.04,    4.34
-27.63599,-65.33749,2015,03,31,   29.97,   13.05,   86.26,   94.54,    7.18,   20.07,   17.22,   17.22,   23.85,   16.67,   19.60,    2.71,    1.44,    5.07,    3.86
-27.63599,-65.33749,2015,04,01,    0.07,   12.96,   81.84,   94.28,   11.12,   20.77,   17.04,   17.04,   26.50,   15.39,   20.29,    3.66,    1.88,    7.12,    5.99
-27.63599,-65.33749,2015,04,02,    0.00,   14.11,   79.21,   94.01,   12.16,   22.55,   18.33,   18.33,   28.69,   16.53,   22.15,    1.15,    0.53,    6.82,    5.27
-27.63599,-65.33749,2015,04,03,    0.34,   14.62,   75.73,   93.67,   12.30,   23.72,   18.82,   18.83,   30.08,   17.78,   23.41,    0.58,    0.35,    4.15,    3.41
-27.63599,-65.33749,2015,04,04,    0.77,   14.26,   77.23,   93.72,   10.39,   23.01,   18.45,   18.45,   28.28,   17.89,   22.69,    0.60,    0.40,    6.40,    5.16
-27.63599,-65.33749,2015,04,05,    0.00,   12.45,   75.08,   94.34,   10.26,   21.82,   16.43,   16.43,   26.64,   16.38,   21.05,    1.59,    1.19,    5.70,    4.16
-27.63599,-65.33749,2015,04,06,    0.00,   11.39,   74.06,   94.56,    9.94,   20.56,   15.12,   15.11,   25.17,   15.22,   19.88,    4.02,    2.25,    8.48,    6.74
-27.63599,-65.33749,2015,04,07,    0.00,   11.57,   73.78,   94.03,   11.00,   20.78,   15.27,   15.27,   26.07,   15.07,   20.11,    4.72,    2.41,    8.64,    7.26
-27.63599,-65.33749,2015,04,08,    0.00,   11.09,   72.33,   94.08,   11.15,   20.51,   14.61,   14.61,   25.70,   14.55,   19.75,    1.81,    1.01,    6.71,    5.51
-27.63599,-65.33749,2015,04,09,    0.00,   12.25,   72.05,   94.27,   12.30,   21.97,   16.19,   16.19,   28.20,   15.90,   21.45,    1.35,    0.59,    6.47,    5.15
-27.63599,-65.33749,2015,04,10,    0.00,   13.69,   73.64,   94.38,   12.53,   23.41,   17.93,   17.93,   29.56,   17.03,   22.92,    0.95,    0.56,    6.55,    4.86
-27.63599,-65.33749,2015,04,11,    0.00,   15.23,   80.54,   94.27,    8.02,   23.46,   19.62,   19.62,   27.39,   19.37,   23.17,    2.57,    1.54,    7.37,    4.71
-27.63599,-65.33749,2015,04,12,    3.08,   15.39,   80.00,   94.09,    7.79,   23.52,   19.77,   19.77,   27.98,   20.19,   23.42,    5.77,    3.45,    9.79,    7.64
-27.63599,-65.33749,2015,04,13,    0.49,   14.97,   78.65,   93.89,   10.66,   23.82,   19.27,   19.27,   29.44,   18.79,   23.21,    3.62,    1.89,    5.78,    4.30
-27.63599,-65.33749,2015,04,14,    0.26,   14.55,   73.95,   93.95,   10.77,   24.34,   18.78,   18.78,   29.75,   18.98,   23.77,    0.50,    0.17,    5.73,    4.00
-27.63599,-65.33749,2015,04,15,    7.83,   15.23,   87.03,   94.09,    6.09,   22.14,   19.54,   19.54,   25.69,   19.60,   21.86,    4.28,    2.28,    7.21,    5.72
-27.63599,-65.33749,2015,04,16,    1.15,   15.04,   85.42,   93.96,    8.82,   22.34,   19.32,   19.32,   26.96,   18.14,   21.93,    1.82,    0.93,    6.22,    4.55
-27.63599,-65.33749,2015,04,17,    0.20,   11.94,   77.37,   94.34,    8.34,   20.21,   15.60,   15.60,   23.46,   15.12,   19.89,    1.06,    0.66,    8.78,    7.18
-27.63599,-65.33749,2015,04,18,    0.01,   10.12,   70.88,   94.10,   12.33,   19.13,   13.15,   13.16,   25.58,   13.25,   18.62,    0.69,    0.41,    8.32,    6.75
-27.63599,-65.33749,2015,04,19,    0.05,   10.69,   61.41,   93.43,   15.59,   21.74,   13.55,   13.56,   30.82,   15.23,   21.70,    0.69,    0.20,    5.52,    3.17
-27.63599,-65.33749,2015,04,20,    0.41,    9.76,   66.47,   94.22,    9.65,   19.47,   12.54,   12.54,   24.49,   14.84,   19.10,    3.15,    2.17,    6.07,    3.90
-27.63599,-65.33749,2015,04,21,    4.03,    8.07,   66.72,   94.72,    9.60,   16.60,    9.85,    9.86,   21.72,   12.13,   16.11,    2.38,    1.18,    4.57,    4.14
-27.63599,-65.33749,2015,04,22,    0.41,    8.18,   65.20,   94.80,   11.57,   16.98,   10.07,   10.07,   23.30,   11.73,   16.70,    0.09,    0.04,    5.88,    4.91
-27.63599,-65.33749,2015,04,23,    0.00,   10.15,   73.79,   94.54,   11.17,   18.55,   13.30,   13.30,   24.20,   13.04,   18.10,    3.49,    1.75,    7.34,    6.10
-27.63599,-65.33749,2015,04,24,    0.00,   11.00,   72.61,   94.67,   11.69,   20.33,   14.58,   14.58,   26.25,   14.57,   19.66,    2.94,    1.74,    5.23,    3.98
-27.63599,-65.33749,2015,04,25,    0.00,   10.86,   69.57,   94.52,   12.32,   20.54,   14.39,   14.39,   26.85,   14.53,   20.12,    3.00,    1.76,    9.44,    7.51
-27.63599,-65.33749,2015,04,26,    0.00,   11.71,   72.28,   94.21,   13.38,   21.36,   15.39,   15.39,   27.75,   14.37,   20.66,    2.05,    1.39,    5.68,    4.41
-27.63599,-65.33749,2015,04,27,    0.00,   13.80,   80.51,   94.29,    9.15,   22.17,   18.06,   18.06,   26.91,   17.76,   21.57,    1.79,    1.00,    5.82,    4.77
-27.63599,-65.33749,2015,04,28,    2.08,   14.10,   90.92,   94.34,    3.65,   20.08,   18.40,   18.40,   22.32,   18.66,   19.95,    2.70,    1.54,    5.60,    4.59
-27.63599,-65.33749,2015,04,29,    0.20,   14.49,   80.92,   94.16,   10.10,   22.85,   18.80,   18.80,   28.35,   18.25,   22.26,    3.34,    1.77,    5.49,    4.21
-27.63599,-65.33749,2015,04,30,    0.87,   14.64,   81.32,   94.14,    8.83,   22.88,   18.97,   18.97,   27.47,   18.64,   22.34,    2.28,    1.33,    6.73,    5.40
-27.63599,-65.33749,2015,05,01,    0.27,   14.47,   78.57,   93.66,    9.68,   23.08,   18.70,   18.70,   28.38,   18.70,   22.63,    3.00,    1.63,    7.91,    6.58
-27.63599,-65.33749,2015,05,02,    1.44,   11.95,   65.14,   93.43,   15.08,   22.69,   15.34,   15.34,   30.94,   15.86,   22.56,    0.59,    0.32,    8.27,    6.09
-27.63599,-65.33749,2015,05,03,    1.59,    6.05,   58.27,   94.33,   10.02,   14.53,    5.27,    5.29,   20.03,   10.01,   13.70,    1.82,    1.13,    4.70,    3.44
-27.63599,-65.33749,2015,05,04,    0.00,    5.66,   54.73,   94.50,   12.60,   13.60,    4.63,    4.65,   20.98,    8.38,   13.67,    1.68,    0.96,    6.49,    5.44
-27.63599,-65.33749,2015,05,05,    0.00,    7.26,   66.49,   94.39,   14.37,   14.77,    8.27,    8.27,   22.82,    8.45,   14.48,    0.79,    0.32,    4.98,    3.85
-27.63599,-65.33749,2015,05,06,    0.00,    7.52,   67.12,   94.90,   11.22,   15.21,    8.89,    8.89,   21.13,    9.91,   14.96,    0.53,    0.30,    5.96,    4.02
-27.63599,-65.33749,2015,05,07,    0.00,    7.02,   69.15,   94.67,    8.70,   13.82,    7.86,    7.86,   18.94,   10.23,   13.41,    2.55,    1.24,    7.49,    6.29
-27.63599,-65.33749,2015,05,08,    0.00,    7.80,   72.01,   94.24,   14.61,   14.54,    9.28,    9.29,   22.58,    7.98,   14.32,    1.31,    0.60,    8.45,    6.82
-27.63599,-65.33749,2015,05,09,    0.00,    9.51,   69.42,   94.09,   15.00,   17.93,   12.09,   12.09,   26.35,   11.36,   17.96,    0.09,    0.03,    4.54,    3.58
-27.63599,-65.33749,2015,05,10,    0.00,    9.69,   69.62,   94.67,   10.09,   18.79,   12.62,   12.63,   24.45,   14.36,   18.31,    3.27,    1.95,    5.63,    4.35
-27.63599,-65.33749,2015,05,11,    0.00,    9.10,   76.02,   94.75,    7.87,   16.43,   11.72,   11.72,   20.38,   12.50,   15.94,    3.37,    1.91,    6.75,    5.56
-27.63599,-65.33749,2015,05,12,    0.00,    8.76,   75.55,   94.43,    8.62,   15.88,   11.09,   11.09,   20.01,   11.39,   15.40,    4.42,    2.42,    6.74,    5.65
-27.63599,-65.33749,2015,05,13,    0.00,    9.44,   76.63,   94.44,    8.69,   16.93,   12.21,   12.21,   21.55,   12.86,   16.35,    2.55,    1.48,    4.89,    3.39
-27.63599,-65.33749,2015,05,14,    0.00,    9.97,   74.97,   94.25,   11.00,   17.97,   13.03,   13.03,   23.45,   12.45,   17.52,    1.58,    0.91,    5.99,    4.98
-27.63599,-65.33749,2015,05,15,    0.00,   10.97,   76.59,   94.15,   12.37,   19.23,   14.39,   14.39,   25.76,   13.39,   18.66,    0.77,    0.46,    5.03,    3.39
-27.63599,-65.33749,2015,05,16,    0.00,   11.47,   78.61,   94.30,   10.45,   19.22,   15.13,   15.13,   25.27,   14.82,   18.98,    0.92,    0.55,    5.12,    4.21
-27.63599,-65.33749,2015,05,17,    0.00,   11.96,   75.57,   94.19,   12.02,   20.53,   15.65,   15.65,   27.42,   15.40,   20.28,    0.67,    0.32,    5.04,    3.66
-27.63599,-65.33749,2015,05,18,    0.01,   12.26,   74.30,   94.50,   11.51,   21.24,   16.16,   16.16,   27.84,   16.33,   21.00,    0.86,    0.27,    6.26,    3.61
-27.63599,-65.33749,2015,05,19,    0.00,   12.49,   75.81,   94.59,   10.64,   21.40,   16.51,   16.52,   27.19,   16.55,   20.99,    1.71,    0.88,    7.59,    5.75
-27.63599,-65.33749,2015,05,20,    0.00,   11.98,   74.60,   94.07,   11.25,   20.74,   15.79,   15.79,   27.37,   16.12,   20.49,    3.51,    1.83,   10.72,    8.64
-27.63599,-65.33749,2015,05,21,    0.00,   11.19,   69.92,   93.86,   13.27,   20.47,   14.61,   14.61,   28.27,   15.00,   20.40,    0.46,    0.22,    5.87,    4.03
-27.63599,-65.33749,2015,05,22,    0.00,   12.21,   73.81,   93.90,   12.18,   21.29,   15.98,   15.98,   27.81,   15.63,   20.93,    0.40,    0.38,    5.28,    3.95
-27.63599,-65.33749,2015,05,23,    0.49,   12.54,   71.53,   93.78,   11.45,   22.15,   16.40,   16.40,   28.56,   17.11,   21.86,    0.66,    0.40,    6.62,    4.21
-27.63599,-65.33749,2015,05,24,    4.67,    9.74,   85.57,   94.43,    5.55,   15.61,   12.61,   12.61,   17.71,   12.16,   15.11,    2.30,    1.51,    5.71,    5.03
-27.63599,-65.33749,2015,05,25,    1.34,    8.65,   86.99,   94.56,    5.07,   13.61,   10.90,   10.90,   15.90,   10.84,   13.05,    2.20,    1.29,    3.52,    3.15
-27.63599,-65.33749,2015,05,26,    2.44,    9.63,   87.85,   94.52,    5.76,   14.90,   12.52,   12.52,   18.06,   12.30,   14.53,    1.62,    0.93,    3.78,    3.24
-27.63599,-65.33749,2015,05,27,    0.44,    9.02,   79.28,   94.83,    9.22,   15.70,   11.60,   11.60,   21.05,   11.83,   15.18,    2.16,    1.24,    4.39,    3.14
-27.63599,-65.33749,2015,05,28,    0.00,    8.62,   76.80,   94.55,    9.57,   15.54,   10.86,   10.86,   20.43,   10.86,   14.91,    2.53,    1.59,    6.62,    5.32
-27.63599,-65.33749,2015,05,29,    0.00,    9.12,   72.90,   94.01,   11.95,   16.75,   11.51,   11.51,   24.17,   12.22,   16.53,    0.79,    0.50,    4.89,    3.98
-27.63599,-65.33749,2015,05,30,    0.00,    8.58,   72.18,   94.19,   11.42,   15.72,   10.66,   10.66,   22.18,   10.75,   15.76,    1.56,    0.97,    4.65,    3.66
-27.63599,-65.33749,2015,05,31,    0.00,    8.91,   76.59,   94.54,   10.59,   15.68,   11.32,   11.32,   21.50,   10.91,   15.46,    0.32,    0.21,    5.55,    4.28
-27.63599,-65.33749,2015,06,01,    0.00,    8.77,   75.84,   94.49,   12.50,   15.62,   11.07,   11.07,   22.75,   10.25,   15.37,    0.52,    0.22,    5.26,    4.47
-27.63599,-65.33749,2015,06,02,    0.00,    7.65,   63.27,   94.17,   14.99,   15.57,    8.74,    8.75,   25.16,   10.18,   16.03,    0.32,    0.21,    4.85,    3.67
-27.63599,-65.33749,2015,06,03,    0.00,    7.95,   56.39,   94.02,   16.68,   17.41,    9.02,    9.03,   28.47,   11.79,   18.42,    0.66,    0.65,    5.20,    4.26
-27.63599,-65.33749,2015,06,04,    0.00,   10.44,   72.88,   94.30,   12.39,   18.43,   13.64,   13.65,   26.00,   13.61,   18.70,    0.89,    0.59,    4.53,    3.82
-27.63599,-65.33749,2015,06,05,    0.00,    9.96,   59.91,   93.80,   14.61,   19.82,   12.40,   12.40,   29.93,   15.32,   21.02,    0.82,    0.59,    4.11,    3.40
-27.63599,-65.33749,2015,06,06,    0.00,    6.16,   35.42,   93.59,   17.28,   19.27,    4.64,    4.70,   31.69,   14.41,   21.77,    0.57,    0.40,    5.26,    2.84
-27.63599,-65.33749,2015,06,07,    0.00,    8.78,   64.95,   94.14,   11.33,   17.31,   10.51,   10.53,   24.11,   12.78,   17.77,    3.35,    2.13,    5.44,    3.79
-27.63599,-65.33749,2015,06,08,    0.00,    9.32,   70.96,   94.05,   12.83,   17.51,   11.85,   11.85,   24.53,   11.70,   17.28,    0.71,    0.40,    3.82,    3.32
-27.63599,-65.33749,2015,06,09,    0.00,    9.62,   67.73,   93.88,   13.79,   18.41,   12.12,   12.12,   26.91,   13.12,   18.51,    0.93,    0.51,    4.57,    2.89
-27.63599,-65.33749,2015,06,10,    0.65,    9.89,   81.48,   94.23,    7.11,   16.47,   12.88,   12.88,   20.33,   13.22,   16.07,    3.40,    1.94,    4.51,    3.65
-27.63599,-65.33749,2015,06,11,    0.24,    7.78,   73.10,   94.76,    7.85,   14.70,    9.31,    9.31,   18.76,   10.91,   14.13,    2.63,    1.96,    4.92,    4.24
-27.63599,-65.33749,2015,06,12,    0.00,    6.39,   67.63,   94.41,   12.54,   12.51,    6.43,    6.44,   19.58,    7.04,   12.27,    2.65,    1.22,    7.50,    6.37
-27.63599,-65.33749,2015,06,13,    0.00,    7.44,   69.81,   93.90,   15.37,   13.78,    8.39,    8.39,   22.79,    7.42,   14.01,    0.13,    0.10,    4.50,    3.37
-27.63599,-65.33749,2015,06,14,    0.00,    6.28,   61.82,   94.45,   11.02,   12.81,    6.09,    6.10,   20.29,    9.27,   13.39,    2.34,    1.47,    5.57,    4.71
-27.63599,-65.33749,2015,06,15,    0.00,    4.30,   46.26,   94.69,   12.82,   10.76,    0.68,    0.74,   20.09,    7.27,   12.07,    0.36,    0.24,    6.89,    5.62
-27.63599,-65.33749,2015,06,16,    0.00,    4.67,   50.26,   93.84,   17.07,   10.98,    1.74,    1.78,   22.12,    5.05,   11.95,    1.60,    0.95,    5.41,    3.94
-27.63599,-65.33749,2015,06,17,    0.00,    4.74,   50.45,   94.45,   12.07,   11.17,    2.09,    2.12,   19.77,    7.70,   12.20,    2.30,    1.45,    8.41,    6.95
-27.63599,-65.33749,2015,06,18,    0.00,    4.27,   62.44,   95.60,    9.72,    7.99,    0.85,    0.88,   13.62,    3.90,    7.64,    1.58,    0.84,    4.86,    4.07
-27.63599,-65.33749,2015,06,19,    0.00,    4.58,   65.40,   94.94,   13.80,    8.03,    1.74,    1.76,   16.21,    2.41,    7.88,    1.81,    0.84,    8.93,    7.43
-27.63599,-65.33749,2015,06,20,    0.00,    5.23,   55.45,   94.34,   16.76,   11.22,    3.37,    3.39,   22.36,    5.60,   12.23,    1.26,    0.56,    5.62,    2.72
-27.63599,-65.33749,2015,06,21,    0.00,    5.84,   61.04,   94.60,   14.40,   11.89,    5.12,    5.13,   20.93,    6.53,   12.49,    0.37,    0.14,    5.32,    3.42
-27.63599,-65.33749,2015,06,22,    0.00,    6.22,   61.91,   94.83,   10.76,   13.21,    6.05,    6.05,   19.90,    9.14,   13.26,    2.51,    1.35,    5.99,    3.92
-27.63599,-65.33749,2015,06,23,    0.00,    4.29,   59.07,   95.38,    8.12,    9.20,    0.90,    0.93,   12.77,    4.65,    8.50,    2.43,    1.31,    4.76,    4.30
-27.63599,-65.33749,2015,06,24,    0.00,    5.05,   71.63,   94.79,   13.44,    8.22,    2.85,    2.86,   15.34,    1.91,    7.96,    0.96,    0.64,    5.76,    4.88
-27.63599,-65.33749,2015,06,25,    0.18,    8.80,   83.94,   94.45,   13.82,   13.97,   10.90,   10.90,   21.29,    7.47,   13.84,    1.98,    0.82,    6.36,    5.11
-27.63599,-65.33749,2015,06,26,    1.05,   10.74,   82.23,   94.69,   10.20,   17.17,   14.22,   14.22,   23.37,   13.16,   17.29,    2.28,    1.20,    8.38,    6.34
-27.63599,-65.33749,2015,06,27,    0.27,   10.11,   74.99,   94.45,   11.79,   17.81,   13.25,   13.25,   25.05,   13.26,   17.76,    1.98,    1.07,    6.28,    4.86
-27.63599,-65.33749,2015,06,28,    0.00,   10.20,   78.05,   94.14,    9.84,   16.66,   13.30,   13.30,   22.76,   12.91,   17.21,    0.55,    0.31,    3.07,    2.59
-27.63599,-65.33749,2015,06,29,    0.00,    9.50,   69.35,   94.01,   12.05,   17.68,   12.08,   12.08,   25.40,   13.34,   17.94,    0.94,    0.51,    5.55,    4.62
-27.63599,-65.33749,2015,06,30,    0.00,    6.72,   54.78,   94.41,   13.43,   15.71,    6.91,    6.93,   24.79,   11.36,   16.31,    0.56,    0.46,    5.55,    4.11
-27.63599,-65.33749,2015,07,01,    0.00,    7.73,   73.76,   94.43,   11.14,   13.78,    9.21,    9.21,   20.07,    8.93,   13.84,    0.81,    0.43,    6.60,    5.56
-27.63599,-65.33749,2015,07,02,    0.00,    7.85,   71.42,   94.10,   13.23,   14.69,    9.28,    9.28,   22.28,    9.05,   14.52,    0.65,    0.35,    4.16,    3.08
-27.63599,-65.33749,2015,07,03,    3.18,    6.72,   73.97,   94.88,    7.28,   11.47,    7.04,    7.05,   15.69,    8.42,   11.75,    0.40,    0.30,    5.71,    4.37
-27.63599,-65.33749,2015,07,04,    0.44,    4.87,   70.03,   94.86,    9.56,    7.91,    2.56,    2.57,   13.33,    3.78,    7.76,    0.86,    0.62,    8.63,    7.11
-27.63599,-65.33749,2015,07,05,    0.00,    4.49,   62.21,   93.98,   14.08,    8.25,    1.33,    1.35,   16.36,    2.28,    8.18,    0.84,    0.31,    6.93,    5.91
-27.63599,-65.33749,2015,07,06,    0.00,    4.71,   51.19,   94.25,   13.98,   11.35,    2.00,    2.03,   20.48,    6.49,   11.85,    0.97,    0.62,    5.77,    4.97
-27.63599,-65.33749,2015,07,07,    0.00,    4.74,   53.37,   94.72,   12.84,   10.78,    2.21,    2.23,   19.02,    6.17,   11.39,    0.39,    0.24,    3.87,    2.57
-27.63599,-65.33749,2015,07,08,    0.00,    4.73,   52.58,   94.28,   14.82,   10.32,    2.12,    2.15,   19.99,    5.17,   11.51,    0.12,    0.07,    3.78,    3.32
-27.63599,-65.33749,2015,07,09,    0.00,    5.21,   48.41,   93.91,   16.09,   12.79,    3.15,    3.18,   24.14,    8.06,   14.19,    0.14,    0.13,    4.70,    3.27
-27.63599,-65.33749,2015,07,10,    0.00,    6.36,   57.02,   94.14,   13.75,   14.03,    6.00,    6.02,   22.88,    9.12,   14.78,    1.35,    0.81,    4.87,    4.27
-27.63599,-65.33749,2015,07,11,    0.00,    7.45,   72.33,   94.09,   12.57,   13.65,    8.60,    8.60,   21.05,    8.48,   13.53,    0.55,    0.39,    4.47,    4.03
-27.63599,-65.33749,2015,07,12,    0.00,    6.91,   56.77,   93.16,   17.20,   14.78,    6.80,    6.83,   26.74,    9.54,   15.97,    1.00,    0.63,    5.79,    2.88
-27.63599,-65.33749,2015,07,13,    1.66,    6.53,   68.53,   93.74,    9.54,   11.92,    6.38,    6.39,   16.37,    6.83,   12.29,    1.10,    0.66,    6.75,    5.10
-27.63599,-65.33749,2015,07,14,    0.02,    4.49,   62.51,   94.75,    9.61,    8.03,    1.34,    1.37,   14.14,    4.52,    8.24,    2.10,    1.24,    4.66,    4.08
-27.63599,-65.33749,2015,07,15,    0.00,    3.66,   50.80,   94.87,   13.73,    7.69,   -1.31,   -1.25,   16.29,    2.56,    8.29,    1.75,    1.07,    7.64,    6.43
-27.63599,-65.33749,2015,07,16,    0.00,    4.90,   62.28,   94.76,   15.36,    9.14,    2.63,    2.64,   18.40,    3.05,    9.58,    0.80,    0.47,    4.49,    3.92
-27.63599,-65.33749,2015,07,17,    0.00,    5.44,   59.64,   94.70,   14.83,   10.92,    4.18,    4.19,   20.67,    5.83,   11.80,    0.19,    0.12,    7.39,    6.07
-27.63599,-65.33749,2015,07,18,    0.00,    5.61,   50.76,   94.01,   18.03,   13.83,    4.10,    4.14,   25.49,    7.46,   14.61,    0.54,    0.42,    5.25,    3.60
-27.63599,-65.33749,2015,07,19,    0.00,    6.57,   53.99,   93.99,   15.26,   15.66,    6.16,    6.18,   25.30,   10.04,   16.09,    0.35,    0.29,    6.42,    4.36
-27.63599,-65.33749,2015,07,20,    0.00,    4.69,   54.75,   95.21,   10.50,   11.69,    1.99,    2.03,   16.29,    5.79,   10.94,    2.84,    1.59,    6.41,    4.83
-27.63599,-65.33749,2015,07,21,    0.00,    4.62,   63.66,   95.01,   12.86,    8.76,    1.88,    1.90,   15.61,    2.75,    8.43,    1.65,    0.93,    6.81,    5.86
-27.63599,-65.33749,2015,07,22,    0.00,    5.09,   64.88,   94.68,   12.28,    9.47,    3.23,    3.24,   16.05,    3.78,    9.52,    0.71,    0.27,    4.66,    4.01
-27.63599,-65.33749,2015,07,23,    0.00,    5.16,   55.72,   94.95,   14.90,   11.33,    3.45,    3.46,   20.86,    5.96,   12.05,    0.70,    0.59,    4.34,    2.64
-27.63599,-65.33749,2015,07,24,    0.00,    5.21,   53.90,   94.97,   14.10,   11.96,    3.62,    3.64,   21.17,    7.07,   12.72,    0.69,    0.51,    5.24,    3.76
-27.63599,-65.33749,2015,07,25,    0.00,    5.40,   55.77,   94.55,   17.19,   12.46,    4.01,    4.02,   22.36,    5.17,   12.67,    0.63,    0.42,    7.28,    5.90
-27.63599,-65.33749,2015,07,26,    0.00,    6.67,   61.26,   94.09,   17.55,   14.27,    6.92,    6.93,   24.20,    6.65,   14.40,    1.08,    0.68,    8.17,    6.70
-27.63599,-65.33749,2015,07,27,    0.00,    7.88,   57.55,   93.71,   18.65,   17.30,    8.87,    8.89,   28.61,    9.96,   17.91,    0.20,    0.19,    5.35,    4.18
-27.63599,-65.33749,2015,07,28,    0.00,    6.57,   39.52,   93.81,   17.36,   19.43,    5.73,    5.79,   31.30,   13.94,   21.06,    1.71,    0.95,    5.37,    4.40
-27.63599,-65.33749,2015,07,29,    0.00,    9.85,   64.87,   94.26,    9.97,   19.56,   12.72,   12.72,   25.68,   15.71,   19.64,    1.85,    1.01,    6.01,    5.09
-27.63599,-65.33749,2015,07,30,    0.01,   10.55,   68.59,   93.75,   14.31,   20.19,   13.77,   13.77,   27.75,   13.44,   19.74,    1.58,    0.92,    6.31,    4.92
-27.63599,-65.33749,2015,07,31,    0.01,    7.21,   50.78,   94.11,   12.61,   18.75,    7.38,    7.41,   25.43,   12.83,   18.56,    3.09,    1.73,    8.14,    6.84
-27.63599,-65.33749,2015,08,01,    0.00,    7.97,   63.31,   93.94,   14.23,   16.95,    9.51,    9.51,   24.74,   10.51,   16.61,    1.04,    0.59,    4.14,    3.69
-27.63599,-65.33749,2015,08,02,    0.00,    6.93,   42.52,   93.62,   17.03,   19.93,    6.75,    6.79,   30.92,   13.89,   20.69,    2.43,    1.40,    5.82,    4.91
-27.63599,-65.33749,2015,08,03,    0.00,    7.51,   54.39,   94.21,   13.44,   18.42,    8.53,    8.54,   25.94,   12.50,   18.13,    0.18,    0.11,    6.26,    4.58
-27.63599,-65.33749,2015,08,04,    0.03,    7.75,   58.86,   94.16,   12.38,   18.19,    9.11,    9.12,   24.83,   12.45,   17.36,    1.39,    1.40,    4.86,    3.83
-27.63599,-65.33749,2015,08,05,    0.27,    9.20,   66.41,   93.46,   13.95,   18.37,   11.45,   11.45,   25.44,   11.49,   18.04,    1.24,    0.68,    4.71,    4.22
-27.63599,-65.33749,2015,08,06,    0.00,    8.76,   45.40,   92.72,   15.00,   21.67,    9.85,    9.87,   32.63,   17.63,   23.29,    0.39,    0.44,    5.03,    2.79
